id,case,istab,wind,x,y,z,t,dur,sig_x0,sig_y0,sig_z0,sig_x,sig_y,sig_z,zfunc,yfunc,xfunc,qyz,cpeak,concentration,dinf,dose,
0,0,0,2.3,1,0,0,1800,60,1,1,1,1.63457,1.63457,1.35338,0.589548,0.244066,6.39712e-310,1.43889e+06,5.63551583e+03,0.00000000e+00,3.38130950e+05,3.70610535e+05,
0,0,0,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.44066106e-01,6.39711644e-310,1.43888604e+06,5.63551583e+03,0.00000000e+00,3.38130950e+05,3.70610535e+05,
0,0,0,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,5.40000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.44066106e-01,6.39711644e-310,1.43888604e+06,5.63551583e+03,0.00000000e+00,3.38130950e+05,3.70610535e+05,
0,0,0,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,7.20000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.44066106e-01,6.39711644e-310,1.43888604e+06,5.63551583e+03,0.00000000e+00,3.38130950e+05,3.70610535e+05,
0,0,0,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,9.00000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.44066106e-01,6.39711644e-310,1.43888604e+06,5.63551583e+03,0.00000000e+00,3.38130950e+05,3.70610535e+05,
0,0,0,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,1.08000000e+04,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.44066106e-01,6.39711644e-310,1.43888604e+06,5.63551583e+03,0.00000000e+00,3.38130950e+05,3.70610535e+05,
0,0,0,2.30000000e+00,1.00000000e+00,5.24474712e-01,0.00000000e+00,1.80000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.31820192e-01,6.39711644e-310,1.36669054e+06,5.35275618e+03,0.00000000e+00,3.21165371e+05,3.52015307e+05,
0,0,0,2.30000000e+00,1.00000000e+00,5.24474712e-01,0.00000000e+00,3.60000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.31820192e-01,6.39711644e-310,1.36669054e+06,5.35275618e+03,0.00000000e+00,3.21165371e+05,3.52015307e+05,
0,0,0,2.30000000e+00,1.00000000e+00,5.24474712e-01,0.00000000e+00,5.40000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.31820192e-01,6.39711644e-310,1.36669054e+06,5.35275618e+03,0.00000000e+00,3.21165371e+05,3.52015307e+05,
0,0,0,2.30000000e+00,1.00000000e+00,5.24474712e-01,0.00000000e+00,7.20000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.31820192e-01,6.39711644e-310,1.36669054e+06,5.35275618e+03,0.00000000e+00,3.21165371e+05,3.52015307e+05,
0,0,0,2.30000000e+00,1.00000000e+00,5.24474712e-01,0.00000000e+00,9.00000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.31820192e-01,6.39711644e-310,1.36669054e+06,5.35275618e+03,0.00000000e+00,3.21165371e+05,3.52015307e+05,
0,0,0,2.30000000e+00,1.00000000e+00,5.24474712e-01,0.00000000e+00,1.08000000e+04,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.31820192e-01,6.39711644e-310,1.36669054e+06,5.35275618e+03,0.00000000e+00,3.21165371e+05,3.52015307e+05,
0,0,0,2.30000000e+00,1.00000000e+00,1.04894942e+00,0.00000000e+00,1.80000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,1.98647281e-01,6.39711644e-310,1.17112041e+06,4.58678968e+03,0.00000000e+00,2.75207381e+05,3.01642765e+05,
0,0,0,2.30000000e+00,1.00000000e+00,1.04894942e+00,0.00000000e+00,3.60000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,1.98647281e-01,6.39711644e-310,1.17112041e+06,4.58678968e+03,0.00000000e+00,2.75207381e+05,3.01642765e+05,
0,0,0,2.30000000e+00,1.00000000e+00,1.04894942e+00,0.00000000e+00,5.40000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,1.98647281e-01,6.39711644e-310,1.17112041e+06,4.58678968e+03,0.00000000e+00,2.75207381e+05,3.01642765e+05,
0,0,0,2.30000000e+00,1.00000000e+00,1.04894942e+00,0.00000000e+00,7.20000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,1.98647281e-01,6.39711644e-310,1.17112041e+06,4.58678968e+03,0.00000000e+00,2.75207381e+05,3.01642765e+05,
0,0,0,2.30000000e+00,1.00000000e+00,1.04894942e+00,0.00000000e+00,9.00000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,1.98647281e-01,6.39711644e-310,1.17112041e+06,4.58678968e+03,0.00000000e+00,2.75207381e+05,3.01642765e+05,
0,0,0,2.30000000e+00,1.00000000e+00,1.04894942e+00,0.00000000e+00,1.08000000e+04,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,1.98647281e-01,6.39711644e-310,1.17112041e+06,4.58678968e+03,0.00000000e+00,2.75207381e+05,3.01642765e+05,
0,0,0,2.30000000e+00,1.00000000e+00,1.57342414e+00,0.00000000e+00,1.80000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,1.53568300e-01,6.39711644e-310,9.05358336e+05,3.54591058e+03,0.00000000e+00,2.12754635e+05,2.33191044e+05,
0,0,0,2.30000000e+00,1.00000000e+00,1.57342414e+00,0.00000000e+00,3.60000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,1.53568300e-01,6.39711644e-310,9.05358336e+05,3.54591058e+03,0.00000000e+00,2.12754635e+05,2.33191044e+05,
0,0,0,2.30000000e+00,1.00000000e+00,1.57342414e+00,0.00000000e+00,5.40000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,1.53568300e-01,6.39711644e-310,9.05358336e+05,3.54591058e+03,0.00000000e+00,2.12754635e+05,2.33191044e+05,
0,0,0,2.30000000e+00,1.00000000e+00,1.57342414e+00,0.00000000e+00,7.20000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,1.53568300e-01,6.39711644e-310,9.05358336e+05,3.54591058e+03,0.00000000e+00,2.12754635e+05,2.33191044e+05,
0,0,0,2.30000000e+00,1.00000000e+00,1.57342414e+00,0.00000000e+00,9.00000000e+03,6.00000000e+01,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,1.53568300e-01,6.39711644e-310,9.05358336e+05,3.54591058e+03,0.00000000e+00,2.12754635e+05,2.33191044e+05,
